session_id,player_id,session_start,session_end,duration_seconds,session_number,days_since_install,days_since_last_session,app_version,crashed
s_p_001083_00007,p_001083,2024-06-03T19:52:08Z,2024-06-03T19:57:54Z,346,7,40,10,3.7.1,0
s_p_001083_00008,p_001083,2024-06-14T22:57:56Z,2024-06-14T23:02:27Z,271,8,51,11,3.7.1,0
s_p_001839_00001,p_001839,2024-04-26T06:09:16Z,2024-04-26T06:27:08Z,1072,1,2,,3.8.0,0
s_p_001839_00002,p_001839,2024-04-26T10:32:29Z,2024-04-26T10:47:11Z,882,2,2,0,3.9.2,0
s_p_001839_00003,p_001839,2024-04-27T07:11:41Z,2024-04-27T07:16:59Z,318,3,3,0,3.6.0,0
s_p_001839_00004,p_001839,2024-04-28T12:44:53Z,2024-04-28T12:56:40Z,707,4,4,1,3.5.0,0
s_p_001839_00005,p_001839,2024-04-29T11:23:46Z,2024-04-29T11:33:30Z,584,5,5,0,3.9.2,0
s_p_001839_00006,p_001839,2024-05-01T18:42:30Z,2024-05-01T18:50:50Z,500,6,7,2,3.9.2,0
s_p_001839_00007,p_001839,2024-05-02T12:47:25Z,2024-05-02T12:58:10Z,645,7,8,0,3.7.1,0
s_p_001839_00008,p_001839,2024-05-05T21:52:49Z,2024-05-05T22:05:05Z,736,8,11,3,3.5.0,0
s_p_001839_00009,p_001839,2024-05-07T06:39:30Z,2024-05-07T06:49:41Z,611,9,13,1,3.7.1,0
s_p_001211_00001,p_001211,2024-04-27T13:04:42Z,2024-04-27T13:14:03Z,561,1,3,,3.6.0,0
s_p_001211_00002,p_001211,2024-05-06T20:13:11Z,2024-05-06T20:22:54Z,583,2,12,9,3.8.0,0
s_p_001211_00003,p_001211,2024-05-13T12:17:58Z,2024-05-13T12:22:00Z,242,3,19,6,3.7.1,0
s_p_001211_00004,p_001211,2024-05-21T13:12:54Z,2024-05-21T13:20:44Z,470,4,27,8,3.6.0,0
s_p_002967_00001,p_002967,2024-05-06T12:22:59Z,2024-05-06T12:28:19Z,320,1,12,,3.8.0,0
s_p_002967_00002,p_002967,2024-05-09T13:04:46Z,2024-05-09T13:15:31Z,645,2,15,3,3.9.2,0
s_p_002967_00003,p_002967,2024-05-09T23:22:44Z,2024-05-09T23:28:08Z,324,3,15,0,3.6.0,0
s_p_002967_00004,p_002967,2024-05-12T17:29:03Z,2024-05-12T17:42:56Z,833,4,18,2,3.9.2,0
s_p_002967_00005,p_002967,2024-05-14T22:20:39Z,2024-05-14T22:31:50Z,671,5,20,2,3.9.2,0
s_p_002967_00006,p_002967,2024-05-27T20:32:15Z,2024-05-27T20:46:51Z,876,6,33,12,3.5.0,0
s_p_002967_00007,p_002967,2024-06-08T14:19:20Z,2024-06-08T14:30:08Z,648,7,45,11,3.8.0,0
s_p_002967_00008,p_002967,2024-06-10T16:12:41Z,2024-06-10T16:25:02Z,741,8,47,2,3.9.2,0
s_p_002967_00009,p_002967,2024-06-16T11:58:40Z,2024-06-16T12:05:41Z,421,9,53,5,3.8.0,0
s_p_002967_00010,p_002967,2024-06-19T13:56:04Z,2024-06-19T14:02:12Z,368,10,56,3,3.5.0,0
s_p_002967_00011,p_002967,2024-06-20T13:23:17Z,2024-06-20T13:31:57Z,520,11,57,0,3.8.0,0
s_p_002967_00012,p_002967,2024-06-24T17:39:39Z,2024-06-24T17:53:49Z,850,12,61,4,3.7.1,0
s_p_001606_00001,p_001606,2024-05-02T23:11:54Z,2024-05-02T23:19:35Z,461,1,7,,3.7.1,0
s_p_000481_00001,p_000481,2024-04-27T08:41:07Z,2024-04-27T08:46:51Z,344,1,2,,3.9.2,0
s_p_000481_00002,p_000481,2024-04-27T23:28:17Z,2024-04-27T23:32:58Z,281,2,2,0,3.7.1,0
s_p_000481_00003,p_000481,2024-05-19T17:26:13Z,2024-05-19T17:32:01Z,348,3,24,21,3.5.0,0
s_p_000481_00004,p_000481,2024-05-21T06:07:21Z,2024-05-21T06:12:51Z,330,4,26,1,3.9.2,0
s_p_000481_00005,p_000481,2024-05-29T10:45:33Z,2024-05-29T10:50:16Z,283,5,34,8,3.6.0,0
s_p_000481_00006,p_000481,2024-05-29T23:28:56Z,2024-05-29T23:33:52Z,296,6,34,0,3.8.0,0
s_p_000481_00007,p_000481,2024-06-11T22:21:38Z,2024-06-11T22:25:04Z,206,7,47,12,3.8.0,0
s_p_002948_00001,p_002948,2024-04-27T17:19:31Z,2024-04-27T17:25:55Z,384,1,2,,3.6.0,0
s_p_002948_00002,p_002948,2024-05-01T14:13:53Z,2024-05-01T14:23:54Z,601,2,6,3,3.9.2,0
s_p_002948_00003,p_002948,2024-05-05T19:55:06Z,2024-05-05T20:05:23Z,617,3,10,4,3.8.0,0
s_p_002948_00004,p_002948,2024-05-06T16:19:18Z,2024-05-06T16:29:18Z,600,4,11,0,3.9.2,0
s_p_002948_00005,p_002948,2024-05-07T14:14:38Z,2024-05-07T14:22:39Z,481,5,12,0,3.6.0,0
s_p_002948_00006,p_002948,2024-05-19T20:18:55Z,2024-05-19T20:24:24Z,329,6,24,12,3.9.2,0
s_p_002948_00007,p_002948,2024-06-01T11:00:20Z,2024-06-01T11:04:26Z,246,7,37,12,3.9.2,0
s_p_002948_00008,p_002948,2024-06-19T19:15:18Z,2024-06-19T19:24:02Z,524,8,55,18,3.6.0,0
s_p_002948_00009,p_002948,2024-07-02T16:31:42Z,2024-07-02T16:44:40Z,778,9,68,12,3.7.1,0
s_p_002948_00010,p_002948,2024-07-05T17:01:07Z,2024-07-05T17:10:04Z,537,10,71,3,3.8.0,0
s_p_002948_00011,p_002948,2024-07-09T15:15:43Z,2024-07-09T15:30:39Z,896,11,75,3,3.8.0,0
s_p_002948_00012,p_002948,2024-07-14T18:29:00Z,2024-07-14T18:34:09Z,309,12,80,5,3.9.2,0
s_p_002948_00013,p_002948,2024-07-20T22:24:46Z,2024-07-20T22:39:46Z,900,13,86,6,3.5.0,0
s_p_002948_00014,p_002948,2024-07-23T21:01:10Z,2024-07-23T21:13:07Z,717,14,89,2,3.9.2,0
s_p_002948_00015,p_002948,2024-07-27T09:50:28Z,2024-07-27T09:58:06Z,458,15,93,3,3.7.1,0
s_p_002948_00016,p_002948,2024-07-28T20:39:51Z,2024-07-28T20:49:06Z,555,16,94,1,3.5.0,0
s_p_002948_00017,p_002948,2024-07-29T09:53:21Z,2024-07-29T10:02:40Z,559,17,95,0,3.9.2,0
s_p_002948_00018,p_002948,2024-08-01T08:49:24Z,2024-08-01T08:56:46Z,442,18,98,2,3.7.1,0
s_p_002948_00019,p_002948,2024-08-16T08:01:24Z,2024-08-16T08:15:57Z,873,19,113,14,3.7.1,0
s_p_002948_00020,p_002948,2024-08-29T18:21:23Z,2024-08-29T18:28:31Z,428,20,126,13,3.5.0,0
s_p_002948_00021,p_002948,2024-09-01T19:18:14Z,2024-09-01T19:27:46Z,572,21,129,3,3.5.0,0
s_p_002948_00022,p_002948,2024-09-13T18:09:36Z,2024-09-13T18:19:52Z,616,22,141,11,3.8.0,0
s_p_002948_00023,p_002948,2024-09-26T20:32:24Z,2024-09-26T20:36:49Z,265,23,154,13,3.5.0,0
s_p_002948_00024,p_002948,2024-10-09T16:24:05Z,2024-10-09T16:33:42Z,577,24,167,12,3.5.0,0
s_p_002948_00025,p_002948,2024-10-13T06:00:33Z,2024-10-13T06:05:24Z,291,25,171,3,3.9.2,0
s_p_002948_00026,p_002948,2024-10-14T22:45:41Z,2024-10-14T22:51:37Z,356,26,172,1,3.8.0,0
s_p_002948_00027,p_002948,2024-10-17T09:02:14Z,2024-10-17T09:10:05Z,471,27,175,2,3.6.0,0
s_p_002948_00028,p_002948,2024-11-10T11:01:38Z,2024-11-10T11:12:56Z,678,28,199,24,3.8.0,0
s_p_002948_00029,p_002948,2024-11-17T15:03:48Z,2024-11-17T15:14:52Z,664,29,206,7,3.5.0,0
s_p_001577_00001,p_001577,2024-04-30T08:21:18Z,2024-04-30T08:28:36Z,438,1,5,,3.8.0,0
s_p_001577_00002,p_001577,2024-05-10T14:41:31Z,2024-05-10T14:48:21Z,410,2,15,10,3.8.0,0
s_p_001577_00003,p_001577,2024-06-02T12:04:55Z,2024-06-02T12:14:42Z,587,3,38,22,3.5.0,0
s_p_001577_00004,p_001577,2024-06-07T20:55:20Z,2024-06-07T21:00:54Z,334,4,43,5,3.6.0,0
s_p_001577_00005,p_001577,2024-06-08T09:07:04Z,2024-06-08T09:11:16Z,252,5,44,0,3.6.0,0
s_p_001181_00001,p_001181,2024-04-30T20:21:40Z,2024-04-30T20:27:35Z,355,1,5,,3.7.1,0
s_p_001181_00002,p_001181,2024-05-04T09:16:18Z,2024-05-04T09:23:33Z,435,2,9,3,3.9.2,0
s_p_001181_00003,p_001181,2024-05-19T10:23:24Z,2024-05-19T10:26:56Z,212,3,24,15,3.7.1,0
s_p_002385_00001,p_002385,2024-04-29T08:02:31Z,2024-04-29T08:20:02Z,1051,1,4,,3.9.2,0
s_p_002385_00002,p_002385,2024-05-01T13:04:26Z,2024-05-01T13:14:48Z,622,2,6,2,3.9.2,0
s_p_002385_00003,p_002385,2024-05-06T22:13:30Z,2024-05-06T22:29:21Z,951,3,11,5,3.5.0,1
s_p_002385_00004,p_002385,2024-05-08T22:03:46Z,2024-05-08T22:25:33Z,1307,4,13,1,3.6.0,0
s_p_002385_00005,p_002385,2024-05-13T13:10:13Z,2024-05-13T13:35:59Z,1546,5,18,4,3.7.1,0
s_p_002385_00006,p_002385,2024-05-13T13:49:13Z,2024-05-13T14:00:19Z,666,6,18,0,3.7.1,0
s_p_002385_00007,p_002385,2024-05-14T12:36:56Z,2024-05-14T12:46:32Z,576,7,19,0,3.9.2,0
s_p_002385_00008,p_002385,2024-05-19T06:41:49Z,2024-05-19T06:47:25Z,336,8,24,4,3.8.0,0
s_p_002385_00009,p_002385,2024-05-19T12:32:34Z,2024-05-19T12:47:39Z,905,9,24,0,3.8.0,0
s_p_002385_00010,p_002385,2024-05-19T15:30:23Z,2024-05-19T15:59:47Z,1764,10,24,0,3.7.1,0
s_p_002385_00011,p_002385,2024-05-21T22:06:52Z,2024-05-21T22:29:23Z,1351,11,26,2,3.8.0,0
s_p_002385_00012,p_002385,2024-06-05T16:55:21Z,2024-06-05T17:08:57Z,816,12,41,14,3.9.2,0
s_p_002385_00013,p_002385,2024-06-06T10:33:12Z,2024-06-06T10:51:59Z,1127,13,42,0,3.8.0,0
s_p_002385_00014,p_002385,2024-06-12T21:05:29Z,2024-06-12T21:24:14Z,1125,14,48,6,3.5.0,0
s_p_002385_00015,p_002385,2024-06-14T19:39:21Z,2024-06-14T20:07:09Z,1668,15,50,1,3.7.1,0
s_p_002385_00016,p_002385,2024-06-21T14:03:25Z,2024-06-21T14:16:38Z,793,16,57,6,3.9.2,0
s_p_002385_00017,p_002385,2024-07-10T23:02:15Z,2024-07-10T23:10:24Z,489,17,76,19,3.9.2,0
s_p_002385_00018,p_002385,2024-07-14T19:26:38Z,2024-07-14T19:37:53Z,675,18,80,3,3.8.0,0
s_p_002385_00019,p_002385,2024-07-15T07:58:02Z,2024-07-15T08:20:12Z,1330,19,81,0,3.9.2,0
s_p_002385_00020,p_002385,2024-07-16T15:24:21Z,2024-07-16T15:44:30Z,1209,20,82,1,3.8.0,0
s_p_002385_00021,p_002385,2024-07-18T06:39:47Z,2024-07-18T07:01:40Z,1313,21,84,1,3.8.0,0
s_p_002385_00022,p_002385,2024-07-18T20:08:50Z,2024-07-18T20:29:30Z,1240,22,84,0,3.8.0,0
s_p_002385_00023,p_002385,2024-07-22T06:00:59Z,2024-07-22T06:08:01Z,422,23,88,3,3.6.0,0
s_p_002385_00024,p_002385,2024-07-23T15:12:17Z,2024-07-23T15:30:40Z,1103,24,89,1,3.9.2,0
s_p_002385_00025,p_002385,2024-07-26T17:22:18Z,2024-07-26T17:41:33Z,1155,25,92,3,3.8.0,0
s_p_002385_00026,p_002385,2024-07-27T12:50:49Z,2024-07-27T13:11:28Z,1239,26,93,0,3.8.0,0
s_p_002385_00027,p_002385,2024-07-27T16:53:19Z,2024-07-27T17:19:16Z,1557,27,93,0,3.6.0,0
s_p_002385_00028,p_002385,2024-07-30T17:34:42Z,2024-07-30T18:01:48Z,1626,28,96,3,3.9.2,0
s_p_002385_00029,p_002385,2024-07-30T20:15:04Z,2024-07-30T20:37:20Z,1336,29,96,0,3.8.0,0
s_p_002385_00030,p_002385,2024-08-01T13:44:03Z,2024-08-01T13:57:05Z,782,30,98,1,3.9.2,0
s_p_002385_00031,p_002385,2024-08-02T22:39:35Z,2024-08-02T23:08:13Z,1718,31,99,1,3.9.2,0
s_p_002385_00032,p_002385,2024-08-05T22:43:53Z,2024-08-05T23:13:10Z,1757,32,102,2,3.6.0,0
s_p_002385_00033,p_002385,2024-08-07T10:42:03Z,2024-08-07T10:49:20Z,437,33,104,1,3.9.2,0
s_p_002385_00034,p_002385,2024-08-12T06:34:40Z,2024-08-12T06:49:34Z,894,34,109,4,3.8.0,0
s_p_002385_00035,p_002385,2024-08-14T11:34:20Z,2024-08-14T11:59:58Z,1538,35,111,2,3.9.2,0
s_p_002385_00036,p_002385,2024-08-14T21:03:22Z,2024-08-14T21:30:30Z,1628,36,111,0,3.9.2,0
s_p_002385_00037,p_002385,2024-08-14T23:01:55Z,2024-08-14T23:08:12Z,377,37,111,0,3.9.2,0
s_p_002385_00038,p_002385,2024-08-15T06:02:50Z,2024-08-15T06:30:46Z,1676,38,112,0,3.4.1,0
s_p_002385_00039,p_002385,2024-08-17T08:26:16Z,2024-08-17T08:52:38Z,1582,39,114,2,3.8.0,0
s_p_002385_00040,p_002385,2024-08-19T09:57:37Z,2024-08-19T10:21:10Z,1413,40,116,2,3.5.0,0
s_p_002385_00041,p_002385,2024-08-20T07:48:42Z,2024-08-20T08:16:49Z,1687,41,117,0,3.9.2,0
s_p_002385_00042,p_002385,2024-08-21T16:18:45Z,2024-08-21T16:41:28Z,1363,42,118,1,3.8.0,0
s_p_002385_00043,p_002385,2024-08-24T21:35:17Z,2024-08-24T22:01:14Z,1557,43,121,3,3.9.2,0
s_p_002385_00044,p_002385,2024-08-30T13:56:48Z,2024-08-30T14:06:47Z,599,44,127,5,3.8.0,0
s_p_002385_00045,p_002385,2024-09-03T18:58:18Z,2024-09-03T19:08:00Z,582,45,131,4,3.7.1,0
s_p_002385_00046,p_002385,2024-09-06T17:46:17Z,2024-09-06T17:55:24Z,547,46,134,2,3.6.0,0
s_p_002385_00047,p_002385,2024-09-07T14:52:57Z,2024-09-07T15:04:38Z,701,47,135,0,3.6.0,0
s_p_002385_00048,p_002385,2024-09-08T07:55:55Z,2024-09-08T08:24:40Z,1725,48,136,0,3.5.0,0
s_p_002385_00049,p_002385,2024-09-09T15:27:38Z,2024-09-09T15:57:34Z,1796,49,137,1,3.7.1,0
s_p_002385_00050,p_002385,2024-09-11T22:22:17Z,2024-09-11T22:49:26Z,1629,50,139,2,3.4.1,0
s_p_002385_00051,p_002385,2024-09-13T17:32:27Z,2024-09-13T17:59:10Z,1603,51,141,1,3.9.2,0
s_p_002385_00052,p_002385,2024-09-14T16:28:19Z,2024-09-14T16:47:23Z,1144,52,142,0,3.9.2,0
s_p_002385_00053,p_002385,2024-09-14T19:56:04Z,2024-09-14T20:17:14Z,1270,53,142,0,3.9.2,0
s_p_002385_00054,p_002385,2024-09-20T14:20:46Z,2024-09-20T14:27:49Z,423,54,148,5,3.6.0,0
s_p_002385_00055,p_002385,2024-09-22T20:21:16Z,2024-09-22T20:45:05Z,1429,55,150,2,3.7.1,0
s_p_002385_00056,p_002385,2024-09-26T21:13:33Z,2024-09-26T21:24:27Z,654,56,154,4,3.8.0,0
s_p_002385_00057,p_002385,2024-09-26T22:45:02Z,2024-09-26T22:53:51Z,529,57,154,0,3.8.0,0
s_p_002385_00058,p_002385,2024-10-08T22:44:02Z,2024-10-08T22:59:43Z,941,58,166,11,3.8.0,0
s_p_002385_00059,p_002385,2024-10-13T22:21:33Z,2024-10-13T22:38:28Z,1015,59,171,4,3.7.1,0
s_p_002385_00060,p_002385,2024-10-15T07:33:38Z,2024-10-15T07:53:12Z,1174,60,173,1,3.8.0,0
s_p_002385_00061,p_002385,2024-10-18T07:47:42Z,2024-10-18T08:15:24Z,1662,61,176,2,3.9.2,0
s_p_002385_00062,p_002385,2024-10-21T07:59:13Z,2024-10-21T08:25:43Z,1590,62,179,2,3.6.0,0
s_p_002385_00063,p_002385,2024-10-21T09:58:16Z,2024-10-21T10:07:09Z,533,63,179,0,3.4.1,0
s_p_002385_00064,p_002385,2024-10-23T13:19:20Z,2024-10-23T13:40:06Z,1246,64,181,2,3.7.1,1
s_p_002385_00065,p_002385,2024-10-24T11:40:51Z,2024-10-24T12:06:14Z,1523,65,182,0,3.7.1,0
s_p_002385_00066,p_002385,2024-10-25T13:52:13Z,2024-10-25T14:12:17Z,1204,66,183,1,3.9.2,0
s_p_002385_00067,p_002385,2024-10-28T08:10:34Z,2024-10-28T08:20:12Z,578,67,186,2,3.6.0,0
s_p_002385_00068,p_002385,2024-11-05T12:49:50Z,2024-11-05T12:59:23Z,573,68,194,8,3.5.0,0
s_p_002385_00069,p_002385,2024-11-15T06:09:21Z,2024-11-15T06:21:24Z,723,69,204,9,3.5.0,0
s_p_000971_00001,p_000971,2024-05-20T23:08:23Z,2024-05-20T23:17:50Z,567,1,25,,3.8.0,0
s_p_002272_00001,p_002272,2024-04-29T16:04:00Z,2024-04-29T16:09:02Z,302,1,4,,3.6.0,0
s_p_002272_00002,p_002272,2024-05-02T06:11:15Z,2024-05-02T06:28:10Z,1015,2,7,2,3.6.0,0
s_p_002272_00003,p_002272,2024-05-03T13:13:18Z,2024-05-03T13:23:27Z,609,3,8,1,3.7.1,0
s_p_002272_00004,p_002272,2024-05-04T13:48:36Z,2024-05-04T14:01:17Z,761,4,9,1,3.6.0,0
s_p_002272_00005,p_002272,2024-05-04T15:16:49Z,2024-05-04T15:44:33Z,1664,5,9,0,3.8.0,0
s_p_002272_00006,p_002272,2024-05-04T20:47:31Z,2024-05-04T21:00:12Z,761,6,9,0,3.6.0,0
s_p_002272_00007,p_002272,2024-05-07T06:21:15Z,2024-05-07T06:44:58Z,1423,7,12,2,3.4.1,0
s_p_002272_00008,p_002272,2024-05-10T09:13:52Z,2024-05-10T09:35:54Z,1322,8,15,3,3.5.0,0
s_p_002272_00009,p_002272,2024-05-10T13:46:18Z,2024-05-10T14:15:17Z,1739,9,15,0,3.8.0,0
s_p_002272_00010,p_002272,2024-05-12T23:21:07Z,2024-05-12T23:39:33Z,1106,10,17,2,3.8.0,0
s_p_002272_00011,p_002272,2024-05-14T11:08:13Z,2024-05-14T11:15:29Z,436,11,19,1,3.6.0,0
s_p_002272_00012,p_002272,2024-05-15T16:42:20Z,2024-05-15T16:49:23Z,423,12,20,1,3.8.0,0
s_p_002272_00013,p_002272,2024-05-23T15:52:58Z,2024-05-23T16:09:44Z,1006,13,28,7,3.7.1,0
s_p_002272_00014,p_002272,2024-05-24T11:33:47Z,2024-05-24T11:52:23Z,1116,14,29,0,3.9.2,0
s_p_002272_00015,p_002272,2024-05-26T15:55:22Z,2024-05-26T16:19:36Z,1454,15,31,2,3.8.0,0
s_p_002272_00016,p_002272,2024-05-26T18:58:32Z,2024-05-26T19:12:53Z,861,16,31,0,3.4.1,0
s_p_002272_00017,p_002272,2024-06-02T16:54:21Z,2024-06-02T17:20:05Z,1544,17,38,6,3.8.0,0
s_p_002272_00018,p_002272,2024-06-02T19:13:01Z,2024-06-02T19:37:44Z,1483,18,38,0,3.5.0,0
s_p_002272_00019,p_002272,2024-06-03T22:19:10Z,2024-06-03T22:34:58Z,948,19,39,1,3.6.0,0
s_p_002272_00020,p_002272,2024-06-08T13:46:49Z,2024-06-08T14:06:17Z,1168,20,44,4,3.6.0,0
s_p_002272_00021,p_002272,2024-06-16T16:48:21Z,2024-06-16T16:59:52Z,691,21,52,8,3.7.1,0
s_p_002272_00022,p_002272,2024-06-18T13:17:02Z,2024-06-18T13:36:14Z,1152,22,54,1,3.6.0,0
s_p_002272_00023,p_002272,2024-06-22T10:04:11Z,2024-06-22T10:23:19Z,1148,23,58,3,3.7.1,0
s_p_002272_00024,p_002272,2024-06-23T20:43:29Z,2024-06-23T21:05:16Z,1307,24,59,1,3.6.0,0
s_p_002272_00025,p_002272,2024-06-26T16:08:29Z,2024-06-26T16:21:56Z,807,25,62,2,3.8.0,1
s_p_002272_00026,p_002272,2024-06-27T11:11:45Z,2024-06-27T11:30:32Z,1127,26,63,0,3.5.0,0
s_p_002272_00027,p_002272,2024-06-29T14:42:33Z,2024-06-29T15:04:40Z,1327,27,65,2,3.9.2,0
s_p_002272_00028,p_002272,2024-07-06T20:17:58Z,2024-07-06T20:43:05Z,1507,28,72,7,3.5.0,0
s_p_002272_00029,p_002272,2024-07-07T18:39:20Z,2024-07-07T18:58:56Z,1176,29,73,0,3.9.2,0
s_p_002272_00030,p_002272,2024-07-13T14:55:48Z,2024-07-13T15:05:23Z,575,30,79,5,3.7.1,0
s_p_002272_00031,p_002272,2024-07-25T09:17:10Z,2024-07-25T09:22:38Z,328,31,91,11,3.8.0,0
s_p_002272_00032,p_002272,2024-07-25T21:35:03Z,2024-07-25T22:02:10Z,1627,32,91,0,3.9.2,0
s_p_002272_00033,p_002272,2024-07-26T16:59:56Z,2024-07-26T17:06:08Z,372,33,92,0,3.8.0,0
s_p_002272_00034,p_002272,2024-07-27T13:59:10Z,2024-07-27T14:24:44Z,1534,34,93,0,3.9.2,0
s_p_002272_00035,p_002272,2024-07-31T13:57:04Z,2024-07-31T14:12:13Z,909,35,97,3,3.7.1,0
s_p_002272_00036,p_002272,2024-08-03T22:32:26Z,2024-08-03T22:59:17Z,1611,36,100,3,3.7.1,0
s_p_002272_00037,p_002272,2024-08-15T09:32:22Z,2024-08-15T09:41:49Z,567,37,112,11,3.5.0,0
s_p_002272_00038,p_002272,2024-08-16T15:30:01Z,2024-08-16T15:49:04Z,1143,38,113,1,3.7.1,0
s_p_002272_00039,p_002272,2024-08-30T07:46:37Z,2024-08-30T07:58:54Z,737,39,127,13,3.9.2,0
s_p_002272_00040,p_002272,2024-08-30T21:38:26Z,2024-08-30T22:04:29Z,1563,40,127,0,3.8.0,0
s_p_002272_00041,p_002272,2024-09-05T07:16:03Z,2024-09-05T07:21:28Z,325,41,133,5,3.8.0,0
s_p_002472_00001,p_002472,2024-04-26T12:21:21Z,2024-04-26T12:44:52Z,1411,1,1,,3.7.1,0
s_p_002472_00002,p_002472,2024-04-29T14:14:53Z,2024-04-29T14:33:22Z,1109,2,4,3,3.7.1,0
s_p_002472_00003,p_002472,2024-04-29T16:22:21Z,2024-04-29T16:32:22Z,601,3,4,0,3.5.0,0
s_p_002472_00004,p_002472,2024-05-07T18:05:34Z,2024-05-07T18:31:02Z,1528,4,12,8,3.6.0,0
s_p_002472_00005,p_002472,2024-05-07T20:55:15Z,2024-05-07T21:18:42Z,1407,5,12,0,3.6.0,0
s_p_002472_00006,p_002472,2024-05-09T09:41:36Z,2024-05-09T09:55:14Z,818,6,14,1,3.7.1,0
s_p_002472_00007,p_002472,2024-05-11T07:45:13Z,2024-05-11T08:14:53Z,1780,7,16,1,3.8.0,0
s_p_002472_00008,p_002472,2024-05-15T14:42:59Z,2024-05-15T15:07:53Z,1494,8,20,4,3.7.1,0
s_p_002472_00009,p_002472,2024-05-18T23:25:24Z,2024-05-18T23:32:12Z,408,9,23,3,3.7.1,0
s_p_002472_00010,p_002472,2024-05-25T18:11:41Z,2024-05-25T18:22:15Z,634,10,30,6,3.5.0,1
s_p_002472_00011,p_002472,2024-05-25T21:29:00Z,2024-05-25T21:52:45Z,1425,11,30,0,3.5.0,0
s_p_002472_00012,p_002472,2024-05-27T21:39:54Z,2024-05-27T22:09:30Z,1776,12,32,1,3.8.0,0
s_p_002472_00013,p_002472,2024-05-28T19:23:42Z,2024-05-28T19:48:47Z,1505,13,33,0,3.8.0,0
s_p_002472_00014,p_002472,2024-05-29T20:46:24Z,2024-05-29T21:07:13Z,1249,14,34,1,3.5.0,0
s_p_002472_00015,p_002472,2024-05-30T08:29:29Z,2024-05-30T08:58:22Z,1733,15,35,0,3.8.0,0
s_p_002472_00016,p_002472,2024-06-06T19:54:56Z,2024-06-06T20:15:22Z,1226,16,42,7,3.7.1,0
s_p_002472_00017,p_002472,2024-06-08T18:22:09Z,2024-06-08T18:32:38Z,629,17,44,1,3.8.0,0
s_p_002472_00018,p_002472,2024-06-08T21:30:59Z,2024-06-08T21:38:08Z,429,18,44,0,3.8.0,0
s_p_002472_00019,p_002472,2024-06-09T20:24:53Z,2024-06-09T20:50:00Z,1507,19,45,0,3.5.0,0
s_p_002472_00020,p_002472,2024-06-15T17:50:24Z,2024-06-15T18:00:27Z,603,20,51,5,3.4.1,0
s_p_002472_00021,p_002472,2024-06-16T17:01:35Z,2024-06-16T17:13:00Z,685,21,52,0,3.5.0,0
s_p_002472_00022,p_002472,2024-06-17T20:08:16Z,2024-06-17T20:21:16Z,780,22,53,1,3.4.1,0
s_p_002472_00023,p_002472,2024-06-19T21:20:09Z,2024-06-19T21:50:08Z,1799,23,55,2,3.7.1,0
s_p_002472_00024,p_002472,2024-06-22T14:08:10Z,2024-06-22T14:31:30Z,1400,24,58,2,3.6.0,0
s_p_002472_00025,p_002472,2024-06-24T07:35:04Z,2024-06-24T07:56:21Z,1277,25,60,1,3.6.0,0
s_p_002472_00026,p_002472,2024-06-25T11:11:39Z,2024-06-25T11:17:41Z,362,26,61,1,3.7.1,0
s_p_002472_00027,p_002472,2024-07-01T09:17:57Z,2024-07-01T09:25:19Z,442,27,67,5,3.8.0,0
s_p_002472_00028,p_002472,2024-07-02T18:59:28Z,2024-07-02T19:29:20Z,1792,28,68,1,3.7.1,0
s_p_002472_00029,p_002472,2024-07-09T10:21:54Z,2024-07-09T10:28:21Z,387,29,75,6,3.8.0,0
s_p_002472_00030,p_002472,2024-07-09T21:31:24Z,2024-07-09T21:54:43Z,1399,30,75,0,3.8.0,0
s_p_002472_00031,p_002472,2024-07-11T14:52:38Z,2024-07-11T15:06:32Z,834,31,77,1,3.7.1,0
s_p_002472_00032,p_002472,2024-07-11T16:26:14Z,2024-07-11T16:55:09Z,1735,32,77,0,3.9.2,0
s_p_002472_00033,p_002472,2024-07-13T13:52:11Z,2024-07-13T13:58:26Z,375,33,79,1,3.5.0,0
s_p_002472_00034,p_002472,2024-07-15T06:42:34Z,2024-07-15T07:01:20Z,1126,34,81,1,3.9.2,0
s_p_002472_00035,p_002472,2024-07-16T22:14:55Z,2024-07-16T22:26:24Z,689,35,82,1,3.9.2,1
s_p_002472_00036,p_002472,2024-07-18T20:58:50Z,2024-07-18T21:22:13Z,1403,36,84,1,3.9.2,0
s_p_002472_00037,p_002472,2024-07-23T11:54:58Z,2024-07-23T12:07:09Z,731,37,89,4,3.5.0,0
s_p_002472_00038,p_002472,2024-07-26T14:07:46Z,2024-07-26T14:18:21Z,635,38,92,3,3.5.0,0
s_p_002472_00039,p_002472,2024-07-30T23:15:10Z,2024-07-30T23:24:05Z,535,39,96,4,3.4.1,0
s_p_002472_00040,p_002472,2024-08-01T14:35:51Z,2024-08-01T15:04:12Z,1701,40,98,1,3.8.0,0
s_p_002472_00041,p_002472,2024-08-01T16:03:31Z,2024-08-01T16:13:11Z,580,41,98,0,3.9.2,0
s_p_002472_00042,p_002472,2024-08-07T07:09:33Z,2024-08-07T07:33:36Z,1443,42,104,5,3.9.2,0
s_p_002472_00043,p_002472,2024-08-09T08:41:08Z,2024-08-09T09:03:07Z,1319,43,106,2,3.5.0,0
s_p_002472_00044,p_002472,2024-08-16T13:35:46Z,2024-08-16T13:53:37Z,1071,44,113,7,3.8.0,0
