purchase_id,player_id,session_id,purchase_timestamp,product_sku,price_usd,coins_granted,days_since_install,is_first_purchase
pu_00003vf,p_002823,s_p_002823_00016,2024-04-05T22:32:32.558Z,coins_large,19.99,25000,21,0
pu_00003vg,p_002823,s_p_002823_00018,2024-04-06T15:48:04.403Z,coins_medium,4.99,5500,22,0
pu_00003vh,p_002823,s_p_002823_00020,2024-04-10T14:00:34.008Z,coins_small,0.99,1000,26,0
pu_00003vi,p_002823,s_p_002823_00021,2024-04-11T09:05:38.546Z,coins_medium,4.99,5500,27,0
pu_00003vj,p_002823,s_p_002823_00027,2024-04-18T13:26:28.667Z,coins_large,19.99,25000,34,0
pu_00003vk,p_002823,s_p_002823_00032,2024-05-01T10:39:21.794Z,coins_large,19.99,25000,47,0
pu_00003vl,p_002823,s_p_002823_00040,2024-05-10T17:09:13.062Z,coins_large,19.99,25000,56,0
pu_00003vm,p_002823,s_p_002823_00041,2024-05-13T09:57:17.432Z,coins_small,0.99,1000,59,0
pu_00003vn,p_002823,s_p_002823_00043,2024-05-15T18:49:25.210Z,coins_large,19.99,25000,61,0
pu_00003vo,p_002823,s_p_002823_00047,2024-05-19T07:17:22.886Z,coins_medium,4.99,5500,65,0
pu_00003vp,p_002823,s_p_002823_00049,2024-05-21T06:37:54.836Z,vip_monthly,9.99,10000,67,0
pu_00003vq,p_002823,s_p_002823_00051,2024-05-23T21:07:38.196Z,coins_large,19.99,25000,69,0
pu_00003vr,p_002823,s_p_002823_00065,2024-06-05T14:22:40.780Z,coins_medium,4.99,5500,82,0
pu_00003vs,p_002823,s_p_002823_00066,2024-06-05T20:26:48.787Z,coins_medium,4.99,5500,82,0
pu_00003vt,p_002823,s_p_002823_00071,2024-06-15T10:56:44.683Z,vip_monthly,9.99,10000,92,0
pu_00003vu,p_002823,s_p_002823_00074,2024-06-19T10:39:05.607Z,coins_small,0.99,1000,96,0
pu_00003vv,p_002823,s_p_002823_00076,2024-06-21T17:17:36.611Z,coins_small,0.99,1000,98,0
pu_00003vw,p_002823,s_p_002823_00080,2024-07-02T18:51:58.311Z,coins_large,19.99,25000,109,0
pu_00003vx,p_002823,s_p_002823_00085,2024-07-06T09:43:31.925Z,coins_large,19.99,25000,113,0
pu_00003vy,p_002823,s_p_002823_00087,2024-07-10T15:07:28.192Z,coins_large,19.99,25000,117,0
pu_00003vz,p_002823,s_p_002823_00088,2024-07-12T12:27:20.284Z,coins_large,19.99,25000,119,0
pu_00003w0,p_002823,s_p_002823_00088,2024-07-12T12:11:56.861Z,starter_pack,1.99,2000,119,0
pu_00003w1,p_002823,s_p_002823_00088,2024-07-12T12:44:11.833Z,coins_small,0.99,1000,119,0
pu_00003w2,p_002823,s_p_002823_00090,2024-07-15T22:12:09.124Z,coins_small,0.99,1000,122,0
pu_00003w3,p_002823,s_p_002823_00092,2024-07-20T10:00:46.033Z,coins_medium,4.99,5500,127,0
pu_00003w4,p_002823,s_p_002823_00093,2024-07-22T15:17:47.526Z,coins_small,0.99,1000,129,0
pu_00003w5,p_002823,s_p_002823_00100,2024-08-04T21:22:09.938Z,coins_large,19.99,25000,142,0
pu_00003w6,p_002823,s_p_002823_00102,2024-08-06T10:42:34.208Z,coins_small,0.99,1000,144,0
pu_00003w7,p_002823,s_p_002823_00102,2024-08-06T10:53:02.262Z,coins_medium,4.99,5500,144,0
pu_00003w8,p_002823,s_p_002823_00106,2024-08-11T15:18:13.713Z,coins_medium,4.99,5500,149,0
pu_00003w9,p_002823,s_p_002823_00107,2024-08-11T19:14:23.557Z,coins_medium,4.99,5500,149,0
pu_00003wa,p_002823,s_p_002823_00109,2024-08-12T22:54:17.647Z,coins_medium,4.99,5500,150,0
pu_00003wb,p_002823,s_p_002823_00109,2024-08-12T22:45:42.479Z,coins_large,19.99,25000,150,0
pu_00003wc,p_002823,s_p_002823_00117,2024-08-21T21:05:33.405Z,coins_small,0.99,1000,159,0
pu_00003wd,p_002823,s_p_002823_00117,2024-08-21T20:57:44.077Z,coins_medium,4.99,5500,159,0
pu_00003we,p_002823,s_p_002823_00118,2024-08-22T22:04:20.859Z,coins_large,19.99,25000,160,0
pu_00003wf,p_002823,s_p_002823_00121,2024-08-26T13:44:04.290Z,coins_medium,4.99,5500,164,0
pu_00003wg,p_002823,s_p_002823_00121,2024-08-26T13:40:05.946Z,vip_monthly,9.99,10000,164,0
pu_00003wh,p_002823,s_p_002823_00122,2024-08-26T14:40:02.931Z,coins_small,0.99,1000,164,0
pu_00003wi,p_002823,s_p_002823_00128,2024-09-10T08:52:50.794Z,coins_small,0.99,1000,179,0
pu_00003wj,p_002823,s_p_002823_00131,2024-09-12T19:42:27.862Z,coins_large,19.99,25000,181,0
pu_00003wk,p_002823,s_p_002823_00136,2024-09-20T10:39:57.752Z,starter_pack,1.99,2000,189,0
pu_00003wl,p_002915,s_p_002915_00001,2024-08-29T18:47:39.867Z,starter_pack,1.99,2000,3,1
pu_00003wm,p_002915,s_p_002915_00002,2024-09-04T22:23:46.776Z,coins_small,0.99,1000,9,0
pu_00003wn,p_002915,s_p_002915_00002,2024-09-04T22:26:04.548Z,starter_pack,1.99,2000,9,0
pu_00003wo,p_002915,s_p_002915_00003,2024-09-16T10:46:13.297Z,starter_pack,1.99,2000,21,0
pu_00003wp,p_002915,s_p_002915_00003,2024-09-16T10:51:59.096Z,coins_medium,4.99,5500,21,0
pu_00003wq,p_002915,s_p_002915_00004,2024-09-19T18:07:12.854Z,vip_monthly,9.99,10000,24,0
pu_00003wr,p_002915,s_p_002915_00006,2024-09-24T12:19:42.271Z,coins_small,0.99,1000,29,0
pu_00003ws,p_002915,s_p_002915_00007,2024-10-18T11:34:48.685Z,coins_small,0.99,1000,53,0
pu_00003wt,p_002915,s_p_002915_00008,2024-10-18T22:56:30.496Z,coins_small,0.99,1000,53,0
pu_00003wu,p_002915,s_p_002915_00008,2024-10-18T22:57:42.039Z,coins_small,0.99,1000,53,0
pu_00003wv,p_002915,s_p_002915_00008,2024-10-18T22:58:24.122Z,coins_small,0.99,1000,53,0
pu_00003ww,p_002915,s_p_002915_00009,2024-11-02T11:50:43.284Z,coins_small,0.99,1000,68,0
pu_00003wx,p_002915,s_p_002915_00009,2024-11-02T11:46:40.335Z,coins_small,0.99,1000,68,0
pu_00003wy,p_002915,s_p_002915_00011,2024-11-03T11:42:07.913Z,coins_small,0.99,1000,69,0
pu_00003wz,p_002915,s_p_002915_00011,2024-11-03T11:45:14.888Z,starter_pack,1.99,2000,69,0
pu_00003x0,p_002915,s_p_002915_00011,2024-11-03T11:42:39.322Z,coins_medium,4.99,5500,69,0
pu_00003x1,p_002915,s_p_002915_00012,2024-11-04T16:24:31.766Z,coins_small,0.99,1000,70,0
pu_00003x2,p_002915,s_p_002915_00013,2024-11-11T12:44:39.654Z,coins_medium,4.99,5500,77,0
pu_00003x3,p_002915,s_p_002915_00013,2024-11-11T12:45:46.045Z,coins_small,0.99,1000,77,0
pu_00003x4,p_002915,s_p_002915_00015,2024-11-23T15:03:06.008Z,coins_medium,4.99,5500,89,0
pu_00003x5,p_002915,s_p_002915_00015,2024-11-23T14:53:07.435Z,coins_medium,4.99,5500,89,0
pu_00003x6,p_002915,s_p_002915_00015,2024-11-23T14:56:36.473Z,coins_medium,4.99,5500,89,0
pu_00003x7,p_002915,s_p_002915_00016,2024-12-22T12:09:52.292Z,coins_small,0.99,1000,118,0
pu_00003x8,p_002915,s_p_002915_00016,2024-12-22T12:05:12.896Z,coins_small,0.99,1000,118,0
pu_00003x9,p_001968,s_p_001968_00005,2024-08-24T13:24:34.913Z,starter_pack,1.99,2000,5,1
pu_00003xa,p_002786,s_p_002786_00001,2024-07-05T17:35:07.768Z,starter_pack,1.99,2000,0,1
pu_00003xb,p_002786,s_p_002786_00002,2024-07-06T15:41:13.945Z,coins_large,19.99,25000,1,0
pu_00003xc,p_002786,s_p_002786_00003,2024-07-06T16:09:30.765Z,coins_small,0.99,1000,1,0
pu_00003xd,p_002786,s_p_002786_00003,2024-07-06T16:26:17.345Z,coins_medium,4.99,5500,1,0
pu_00003xe,p_002786,s_p_002786_00004,2024-07-06T18:53:03.507Z,coins_medium,4.99,5500,1,0
pu_00003xf,p_002786,s_p_002786_00004,2024-07-06T19:02:06.071Z,coins_large,19.99,25000,1,0
pu_00003xg,p_002786,s_p_002786_00004,2024-07-06T18:59:22.239Z,coins_medium,4.99,5500,1,0
pu_00003xh,p_002786,s_p_002786_00005,2024-07-06T19:19:13.573Z,coins_medium,4.99,5500,1,0
pu_00003xi,p_002786,s_p_002786_00005,2024-07-06T19:16:26.158Z,vip_monthly,9.99,10000,1,0
pu_00003xj,p_002786,s_p_002786_00005,2024-07-06T19:23:54.679Z,coins_large,19.99,25000,1,0
pu_00003xk,p_002786,s_p_002786_00006,2024-07-07T08:37:25.696Z,coins_medium,4.99,5500,2,0
pu_00003xl,p_002786,s_p_002786_00006,2024-07-07T08:58:39.492Z,vip_monthly,9.99,10000,2,0
pu_00003xm,p_002786,s_p_002786_00006,2024-07-07T08:51:28.694Z,coins_medium,4.99,5500,2,0
pu_00003xn,p_002786,s_p_002786_00006,2024-07-07T08:28:51.686Z,coins_medium,4.99,5500,2,0
pu_00003xo,p_002786,s_p_002786_00008,2024-07-14T10:59:35.457Z,vip_monthly,9.99,10000,9,0
pu_00003xp,p_002786,s_p_002786_00008,2024-07-14T11:07:17.688Z,coins_large,19.99,25000,9,0
pu_00003xq,p_002786,s_p_002786_00013,2024-07-23T08:00:48.457Z,coins_medium,4.99,5500,18,0
pu_00003xr,p_002786,s_p_002786_00014,2024-07-24T07:25:26.476Z,vip_monthly,9.99,10000,19,0
pu_00003xs,p_002786,s_p_002786_00017,2024-07-29T13:27:34.388Z,coins_small,0.99,1000,24,0
pu_00003xt,p_002786,s_p_002786_00018,2024-07-30T10:55:57.291Z,coins_small,0.99,1000,25,0
pu_00003xu,p_002786,s_p_002786_00019,2024-07-31T07:00:56.926Z,coins_medium,4.99,5500,26,0
pu_00003xv,p_002786,s_p_002786_00019,2024-07-31T06:55:36.872Z,coins_medium,4.99,5500,26,0
pu_00003xw,p_002786,s_p_002786_00021,2024-08-01T06:18:58.112Z,coins_large,19.99,25000,27,0
pu_00003xx,p_002786,s_p_002786_00025,2024-08-06T06:35:12.099Z,coins_medium,4.99,5500,32,0
pu_00003xy,p_002786,s_p_002786_00026,2024-08-06T07:31:44.098Z,coins_medium,4.99,5500,32,0
pu_00003xz,p_002786,s_p_002786_00028,2024-08-08T11:01:33.320Z,coins_medium,4.99,5500,34,0
pu_00003y0,p_002786,s_p_002786_00029,2024-08-09T15:31:53.519Z,coins_medium,4.99,5500,35,0
pu_00003y1,p_002786,s_p_002786_00029,2024-08-09T15:28:04.701Z,coins_small,0.99,1000,35,0
pu_00003y2,p_002786,s_p_002786_00030,2024-08-10T23:00:52.848Z,coins_medium,4.99,5500,36,0
pu_00003y3,p_002786,s_p_002786_00030,2024-08-10T22:47:32.344Z,coins_large,19.99,25000,36,0
pu_00003y4,p_002786,s_p_002786_00032,2024-08-13T17:52:14.105Z,coins_small,0.99,1000,39,0
pu_00003y5,p_002786,s_p_002786_00035,2024-08-16T13:02:31.725Z,coins_large,19.99,25000,42,0
pu_00003y6,p_002786,s_p_002786_00036,2024-08-19T12:46:44.807Z,vip_monthly,9.99,10000,45,0
pu_00003y7,p_002786,s_p_002786_00037,2024-08-21T12:49:54.786Z,coins_large,19.99,25000,47,0
pu_00003y8,p_002786,s_p_002786_00050,2024-09-08T15:11:58.837Z,starter_pack,1.99,2000,65,0
pu_00003y9,p_002786,s_p_002786_00061,2024-09-21T20:24:24.774Z,coins_small,0.99,1000,78,0
pu_00003ya,p_002786,s_p_002786_00062,2024-09-22T19:35:21.173Z,coins_small,0.99,1000,79,0
pu_00003yb,p_002786,s_p_002786_00065,2024-09-28T11:10:26.377Z,starter_pack,1.99,2000,85,0
pu_00003yc,p_002786,s_p_002786_00066,2024-09-28T22:48:01.500Z,coins_large,19.99,25000,85,0
pu_00003yd,p_002786,s_p_002786_00069,2024-10-01T21:05:53.027Z,coins_medium,4.99,5500,88,0
pu_00003ye,p_002786,s_p_002786_00070,2024-10-03T18:34:42.645Z,coins_large,19.99,25000,90,0
pu_00003yf,p_002786,s_p_002786_00070,2024-10-03T18:25:34.430Z,coins_large,19.99,25000,90,0
pu_00003yg,p_002786,s_p_002786_00070,2024-10-03T18:27:18.796Z,coins_large,19.99,25000,90,0
pu_00003yh,p_002786,s_p_002786_00077,2024-10-13T07:09:01.701Z,coins_large,19.99,25000,100,0
pu_00003yi,p_002786,s_p_002786_00079,2024-10-19T17:04:54.933Z,coins_medium,4.99,5500,106,0
pu_00003yj,p_002786,s_p_002786_00080,2024-10-20T08:42:48.151Z,coins_large,19.99,25000,107,0
pu_00003yk,p_002786,s_p_002786_00084,2024-10-23T06:31:10.002Z,coins_medium,4.99,5500,110,0
pu_00003yl,p_002786,s_p_002786_00084,2024-10-23T06:20:21.851Z,coins_large,19.99,25000,110,0
pu_00003ym,p_002786,s_p_002786_00087,2024-10-30T10:35:29.934Z,vip_monthly,9.99,10000,117,0
pu_00003yn,p_002786,s_p_002786_00088,2024-10-31T10:59:19.065Z,coins_large,19.99,25000,118,0
pu_00003yo,p_002786,s_p_002786_00096,2024-11-06T06:15:20.630Z,vip_monthly,9.99,10000,124,0
pu_00003yp,p_002786,s_p_002786_00100,2024-11-10T14:39:23.546Z,coins_small,0.99,1000,128,0
pu_00003yq,p_002786,s_p_002786_00101,2024-11-11T19:40:15.001Z,vip_monthly,9.99,10000,129,0
pu_00003yr,p_002786,s_p_002786_00102,2024-11-12T14:41:34.116Z,coins_medium,4.99,5500,130,0
pu_00003ys,p_002786,s_p_002786_00102,2024-11-12T14:40:35.143Z,coins_medium,4.99,5500,130,0
pu_00003yt,p_002786,s_p_002786_00105,2024-11-17T12:52:27.804Z,coins_small,0.99,1000,135,0
pu_00003yu,p_002786,s_p_002786_00107,2024-11-17T15:12:26.708Z,vip_monthly,9.99,10000,135,0
pu_00003yv,p_002786,s_p_002786_00107,2024-11-17T15:00:37.209Z,coins_medium,4.99,5500,135,0
pu_00003yw,p_002786,s_p_002786_00108,2024-11-17T23:00:03.333Z,coins_medium,4.99,5500,135,0
pu_00003yx,p_002786,s_p_002786_00108,2024-11-17T22:40:34.629Z,coins_large,19.99,25000,135,0
pu_00003yy,p_002786,s_p_002786_00109,2024-11-19T12:34:04.594Z,coins_large,19.99,25000,137,0
pu_00003yz,p_002786,s_p_002786_00111,2024-11-24T17:37:26.450Z,vip_monthly,9.99,10000,142,0
pu_00003z0,p_002786,s_p_002786_00112,2024-11-26T07:36:05.339Z,coins_small,0.99,1000,144,0
pu_00003z1,p_002786,s_p_002786_00114,2024-11-27T23:20:04.468Z,coins_large,19.99,25000,145,0
pu_00003z2,p_002786,s_p_002786_00114,2024-11-27T23:11:41.816Z,coins_large,19.99,25000,145,0
pu_00003z3,p_002786,s_p_002786_00119,2024-12-04T12:08:21.890Z,coins_large,19.99,25000,152,0
pu_00003z4,p_002786,s_p_002786_00122,2024-12-07T21:43:14.609Z,vip_monthly,9.99,10000,155,0
pu_00003z5,p_002786,s_p_002786_00125,2024-12-16T23:10:24.156Z,coins_large,19.99,25000,164,0
pu_00003z6,p_002786,s_p_002786_00125,2024-12-16T23:15:17.451Z,coins_small,0.99,1000,164,0
pu_00003z7,p_002786,s_p_002786_00129,2024-12-22T13:27:29.314Z,coins_medium,4.99,5500,170,0
pu_00003z8,p_002786,s_p_002786_00129,2024-12-22T13:30:18.826Z,coins_large,19.99,25000,170,0
pu_00003z9,p_002700,s_p_002700_00001,2024-01-31T13:37:28.497Z,starter_pack,1.99,2000,1,1
pu_00003za,p_002700,s_p_002700_00001,2024-01-31T13:31:25.374Z,vip_monthly,9.99,10000,1,0
pu_00003zb,p_002700,s_p_002700_00002,2024-02-01T19:51:17.687Z,vip_monthly,9.99,10000,2,0
pu_00003zc,p_002700,s_p_002700_00002,2024-02-01T19:52:18.591Z,coins_small,0.99,1000,2,0
pu_00003zd,p_002700,s_p_002700_00003,2024-02-01T23:28:17.603Z,coins_small,0.99,1000,2,0
pu_00003ze,p_002700,s_p_002700_00003,2024-02-01T23:47:30.625Z,vip_monthly,9.99,10000,2,0
pu_00003zf,p_002700,s_p_002700_00004,2024-02-03T06:55:58.599Z,coins_medium,4.99,5500,4,0
pu_00003zg,p_002700,s_p_002700_00006,2024-02-06T21:34:44.413Z,vip_monthly,9.99,10000,7,0
pu_00003zh,p_002700,s_p_002700_00007,2024-02-08T18:28:56.618Z,coins_small,0.99,1000,9,0
pu_00003zi,p_002700,s_p_002700_00010,2024-02-11T22:23:22.731Z,vip_monthly,9.99,10000,12,0
pu_00003zj,p_002700,s_p_002700_00017,2024-02-15T08:44:55.798Z,vip_monthly,9.99,10000,16,0
pu_00003zk,p_002700,s_p_002700_00020,2024-02-21T09:15:26.841Z,vip_monthly,9.99,10000,22,0
pu_00003zl,p_002700,s_p_002700_00021,2024-02-21T20:34:28.139Z,coins_small,0.99,1000,22,0
pu_00003zm,p_002700,s_p_002700_00021,2024-02-21T20:40:55.764Z,vip_monthly,9.99,10000,22,0
pu_00003zn,p_002700,s_p_002700_00030,2024-03-02T14:17:18.483Z,starter_pack,1.99,2000,32,0
pu_00003zo,p_002700,s_p_002700_00031,2024-03-05T09:28:08.901Z,vip_monthly,9.99,10000,35,0
pu_00003zp,p_002700,s_p_002700_00036,2024-03-08T10:09:23.125Z,starter_pack,1.99,2000,38,0
pu_00003zq,p_002700,s_p_002700_00037,2024-03-10T17:18:37.133Z,starter_pack,1.99,2000,40,0
pu_00003zr,p_002700,s_p_002700_00038,2024-03-10T21:42:03.533Z,coins_small,0.99,1000,40,0
pu_00003zs,p_002700,s_p_002700_00039,2024-03-12T20:15:17.299Z,coins_medium,4.99,5500,42,0
pu_00003zt,p_002700,s_p_002700_00040,2024-03-13T15:19:24.081Z,vip_monthly,9.99,10000,43,0
pu_00003zu,p_002700,s_p_002700_00045,2024-03-20T16:49:16.173Z,coins_medium,4.99,5500,50,0
pu_00003zv,p_002700,s_p_002700_00046,2024-03-21T07:22:03.409Z,vip_monthly,9.99,10000,51,0
pu_00003zw,p_002700,s_p_002700_00049,2024-03-29T11:58:50.225Z,coins_large,19.99,25000,59,0
pu_00003zx,p_002700,s_p_002700_00051,2024-04-02T07:08:17.966Z,coins_medium,4.99,5500,63,0
pu_00003zy,p_002700,s_p_002700_00055,2024-04-05T18:25:38.416Z,coins_large,19.99,25000,66,0
pu_00003zz,p_002700,s_p_002700_00057,2024-04-10T13:02:07.813Z,starter_pack,1.99,2000,71,0
pu_0000400,p_002700,s_p_002700_00060,2024-04-14T16:52:27.289Z,coins_medium,4.99,5500,75,0
pu_0000401,p_002700,s_p_002700_00061,2024-04-15T13:09:22.340Z,coins_medium,4.99,5500,76,0
pu_0000402,p_002700,s_p_002700_00062,2024-04-16T09:32:13.858Z,starter_pack,1.99,2000,77,0
pu_0000403,p_002700,s_p_002700_00063,2024-04-16T19:30:39.834Z,coins_large,19.99,25000,77,0
pu_0000404,p_002700,s_p_002700_00069,2024-04-25T15:33:05.824Z,coins_medium,4.99,5500,86,0
pu_0000405,p_002700,s_p_002700_00076,2024-04-29T06:55:15.591Z,coins_large,19.99,25000,90,0
pu_0000406,p_002700,s_p_002700_00083,2024-05-07T12:00:29.076Z,starter_pack,1.99,2000,98,0
pu_0000407,p_002700,s_p_002700_00083,2024-05-07T11:58:17.247Z,coins_medium,4.99,5500,98,0
pu_0000408,p_002700,s_p_002700_00095,2024-05-26T12:48:28.995Z,coins_large,19.99,25000,117,0
pu_0000409,p_002700,s_p_002700_00097,2024-05-30T18:39:31.779Z,coins_large,19.99,25000,121,0
pu_000040a,p_002700,s_p_002700_00100,2024-05-31T18:02:05.954Z,coins_large,19.99,25000,122,0
pu_000040b,p_002700,s_p_002700_00101,2024-06-02T16:50:32.094Z,coins_medium,4.99,5500,124,0
pu_000040c,p_002700,s_p_002700_00106,2024-06-12T15:48:53.338Z,coins_medium,4.99,5500,134,0
pu_000040d,p_002700,s_p_002700_00107,2024-06-12T16:21:57.401Z,coins_medium,4.99,5500,134,0
pu_000040e,p_002700,s_p_002700_00115,2024-06-19T07:44:26.533Z,coins_large,19.99,25000,141,0
pu_000040f,p_002700,s_p_002700_00115,2024-06-19T07:40:00.502Z,coins_medium,4.99,5500,141,0
pu_000040g,p_002700,s_p_002700_00115,2024-06-19T07:37:46.384Z,coins_large,19.99,25000,141,0
pu_000040h,p_002700,s_p_002700_00119,2024-06-26T21:51:13.820Z,coins_small,0.99,1000,148,0
pu_000040i,p_002700,s_p_002700_00121,2024-07-05T16:44:27.183Z,vip_monthly,9.99,10000,157,0
pu_000040j,p_002700,s_p_002700_00123,2024-07-07T21:46:08.566Z,coins_large,19.99,25000,159,0
pu_000040k,p_002700,s_p_002700_00130,2024-07-11T07:35:56.081Z,vip_monthly,9.99,10000,163,0
pu_000040l,p_002700,s_p_002700_00134,2024-07-16T20:59:55.862Z,vip_monthly,9.99,10000,168,0
pu_000040m,p_002700,s_p_002700_00135,2024-07-18T20:26:03.226Z,coins_large,19.99,25000,170,0
pu_000040n,p_002700,s_p_002700_00139,2024-07-23T11:30:41.011Z,coins_large,19.99,25000,175,0
pu_000040o,p_002700,s_p_002700_00148,2024-08-05T17:19:42.932Z,coins_medium,4.99,5500,188,0
pu_000040p,p_002700,s_p_002700_00152,2024-08-09T09:32:51.698Z,coins_medium,4.99,5500,192,0
pu_000040q,p_002700,s_p_002700_00156,2024-08-17T22:53:03.904Z,coins_medium,4.99,5500,200,0
pu_000040r,p_002700,s_p_002700_00157,2024-08-19T14:21:36.945Z,coins_medium,4.99,5500,202,0
pu_000040s,p_002700,s_p_002700_00158,2024-08-21T10:23:34.979Z,coins_large,19.99,25000,204,0
pu_000040t,p_002700,s_p_002700_00159,2024-08-21T15:18:46.266Z,vip_monthly,9.99,10000,204,0
pu_000040u,p_002700,s_p_002700_00163,2024-08-27T18:34:06.664Z,coins_small,0.99,1000,210,0
pu_000040v,p_002700,s_p_002700_00164,2024-08-30T23:12:56.376Z,coins_large,19.99,25000,213,0
pu_000040w,p_002700,s_p_002700_00164,2024-08-30T23:21:35.326Z,coins_large,19.99,25000,213,0
pu_000040x,p_002700,s_p_002700_00165,2024-09-02T13:29:10.616Z,starter_pack,1.99,2000,216,0
pu_000040y,p_002700,s_p_002700_00174,2024-09-11T18:52:38.525Z,coins_medium,4.99,5500,225,0
pu_000040z,p_002700,s_p_002700_00176,2024-09-13T09:43:49.961Z,coins_medium,4.99,5500,227,0
pu_0000410,p_002700,s_p_002700_00179,2024-09-16T21:12:33.799Z,coins_small,0.99,1000,230,0
pu_0000411,p_002700,s_p_002700_00179,2024-09-16T21:12:01.087Z,coins_medium,4.99,5500,230,0
pu_0000412,p_002700,s_p_002700_00190,2024-09-29T19:12:29.285Z,coins_large,19.99,25000,243,0
pu_0000413,p_002700,s_p_002700_00192,2024-10-03T08:55:38.671Z,coins_medium,4.99,5500,247,0
pu_0000414,p_002700,s_p_002700_00202,2024-10-25T22:18:41.824Z,coins_medium,4.99,5500,269,0
pu_0000415,p_002700,s_p_002700_00207,2024-10-31T11:39:35.918Z,vip_monthly,9.99,10000,275,0
pu_0000416,p_002700,s_p_002700_00215,2024-11-07T08:53:15.836Z,coins_large,19.99,25000,282,0
pu_0000417,p_002700,s_p_002700_00219,2024-11-09T12:55:21.083Z,coins_medium,4.99,5500,284,0
pu_0000418,p_002700,s_p_002700_00220,2024-11-11T20:44:59.234Z,coins_large,19.99,25000,286,0
pu_0000419,p_002700,s_p_002700_00227,2024-11-22T08:41:00.487Z,coins_medium,4.99,5500,297,0
pu_000041a,p_002700,s_p_002700_00235,2024-12-15T09:23:29.671Z,coins_large,19.99,25000,320,0
pu_000041b,p_002700,s_p_002700_00236,2024-12-15T17:15:33.146Z,coins_small,0.99,1000,320,0
pu_000041c,p_002921,s_p_002921_00001,2024-04-07T14:51:25.920Z,starter_pack,1.99,2000,1,1
pu_000041d,p_002921,s_p_002921_00001,2024-04-07T14:42:30.647Z,starter_pack,1.99,2000,1,0
pu_000041e,p_002921,s_p_002921_00002,2024-04-27T10:49:39.226Z,coins_small,0.99,1000,21,0
pu_000041f,p_002921,s_p_002921_00002,2024-04-27T10:51:26.941Z,vip_monthly,9.99,10000,21,0
pu_000041g,p_002921,s_p_002921_00004,2024-05-06T06:33:25.025Z,starter_pack,1.99,2000,30,0
pu_000041h,p_002921,s_p_002921_00005,2024-05-07T15:59:32.161Z,coins_small,0.99,1000,31,0
pu_000041i,p_002921,s_p_002921_00006,2024-05-19T11:17:04.471Z,coins_small,0.99,1000,43,0
pu_000041j,p_002921,s_p_002921_00006,2024-05-19T11:15:10.630Z,vip_monthly,9.99,10000,43,0
pu_000041k,p_002921,s_p_002921_00006,2024-05-19T11:17:40.298Z,starter_pack,1.99,2000,43,0
pu_000041l,p_002921,s_p_002921_00007,2024-05-21T21:24:33.206Z,coins_medium,4.99,5500,45,0
pu_000041m,p_002921,s_p_002921_00007,2024-05-21T21:25:09.170Z,coins_small,0.99,1000,45,0
pu_000041n,p_002921,s_p_002921_00010,2024-06-18T06:22:12.391Z,starter_pack,1.99,2000,73,0
pu_000041o,p_002921,s_p_002921_00010,2024-06-18T06:19:05.732Z,coins_small,0.99,1000,73,0
pu_000041p,p_002921,s_p_002921_00011,2024-06-18T18:43:18.870Z,coins_small,0.99,1000,73,0
pu_000041q,p_002924,s_p_002924_00001,2024-01-31T10:57:03.183Z,starter_pack,1.99,2000,0,1
pu_000041r,p_002924,s_p_002924_00001,2024-01-31T10:56:38.108Z,coins_small,0.99,1000,0,0
pu_000041s,p_002924,s_p_002924_00002,2024-01-31T12:35:19.755Z,starter_pack,1.99,2000,0,0
pu_000041t,p_002924,s_p_002924_00007,2024-02-14T16:07:11.370Z,coins_small,0.99,1000,14,0
pu_000041u,p_002924,s_p_002924_00008,2024-02-25T14:22:37.720Z,coins_small,0.99,1000,25,0
pu_000041v,p_002924,s_p_002924_00009,2024-02-28T22:18:42.517Z,coins_medium,4.99,5500,28,0
pu_000041w,p_002924,s_p_002924_00011,2024-03-01T16:13:59.367Z,coins_small,0.99,1000,30,0
pu_000041x,p_002924,s_p_002924_00011,2024-03-01T16:17:33.130Z,coins_medium,4.99,5500,30,0
pu_000041y,p_002924,s_p_002924_00011,2024-03-01T16:16:50.590Z,coins_medium,4.99,5500,30,0
pu_000041z,p_002924,s_p_002924_00012,2024-03-05T09:13:24.897Z,vip_monthly,9.99,10000,34,0
pu_0000420,p_002924,s_p_002924_00016,2024-03-19T18:41:10.157Z,coins_medium,4.99,5500,48,0
pu_0000421,p_002924,s_p_002924_00016,2024-03-19T18:40:09.694Z,starter_pack,1.99,2000,48,0
pu_0000422,p_002924,s_p_002924_00017,2024-03-27T15:53:02.050Z,coins_small,0.99,1000,56,0
pu_0000423,p_002924,s_p_002924_00018,2024-04-12T14:03:34.553Z,coins_medium,4.99,5500,72,0
pu_0000424,p_002924,s_p_002924_00019,2024-04-12T21:12:51.561Z,coins_small,0.99,1000,72,0
pu_0000425,p_002924,s_p_002924_00019,2024-04-12T21:19:39.642Z,coins_small,0.99,1000,72,0
pu_0000426,p_002924,s_p_002924_00020,2024-04-13T19:44:41.183Z,coins_medium,4.99,5500,73,0
pu_0000427,p_002924,s_p_002924_00021,2024-04-17T13:23:11.232Z,coins_small,0.99,1000,77,0
pu_0000428,p_002924,s_p_002924_00021,2024-04-17T13:21:43.419Z,coins_large,19.99,25000,77,0
pu_0000429,p_002924,s_p_002924_00023,2024-04-18T22:47:11.003Z,coins_small,0.99,1000,78,0
